  412.0164,  298.7105,  209.8883,    1.8478
  407.0978,  304.5811,  202.9580,    1.8711
  427.9209,  296.8162,  215.4990,    3.0302
  399.7452,  289.8911,  198.6877,    2.0323
  422.5796,  304.6347,  219.9334,    2.1865
  405.1138,  304.3054,  200.7342,    1.4183
  398.2212,  299.9724,  199.1434,    1.7491
  399.4023,  303.2235,  202.8858,    1.7694
  414.1792,  286.9006,  215.8068,    1.7227
  400.2966,  299.2631,  199.9479,    1.7909
  399.6228,  300.2838,  199.6122,    1.6980
  414.6489,  296.1745,  212.5060,    1.8379
  410.7587,  298.7686,  206.8020,    1.5935
  404.4399,  298.4959,  202.5638,    1.5228
  404.2017,  302.4072,  197.6192,    1.7437
  405.5105,  292.4526,  206.2006,    2.2200
  402.4858,  286.7236,  209.7484,    2.3645
  408.6538,  292.8939,  202.3650,    1.5738
  390.4372,  313.9288,  211.1374,    2.2764
  402.1573,  295.5617,  202.7207,    2.0715
  402.1722,  294.0796,  202.3463,    2.1259
  403.0484,  316.2120,  210.2662,    2.3940
  407.0863,  296.9531,  205.6693,    2.0805
  407.0791,  293.2641,  206.9484,    2.0454
  381.0612,  316.3384,  224.3511,    2.1064
  401.1113,  315.1933,  200.7221,    1.9762
  404.8462,  298.8462,  203.1918,    2.0546
  398.9081,  300.7354,  197.1621,    1.7558
  417.9981,  289.8136,  213.3767,    1.2791
  393.9546,  314.4241,  210.9939,    1.9791
  397.0945,  306.4036,  201.3741,    2.5901
  397.0179,  301.0150,  198.0901,    1.4923
  431.3581,  293.9045,  218.4247,    2.4925
  416.4541,  295.4607,  209.1907,    1.9756
  404.6148,  291.1971,  206.2749,    1.7402
  401.7891,  296.1363,  202.8172,    1.7560
  394.6573,  299.4336,  201.1175,    3.0516
  404.2520,  302.0433,  201.6992,    2.0457
  390.5086,  310.4261,  211.8663,    2.0306
  390.4583,  316.6816,  209.3362,    1.7341
  397.8618,  306.6608,  200.3956,    1.3623
  389.7533,  303.0789,  202.7833,    1.4578
  402.2915,  289.8472,  202.9426,    2.1214
  400.9031,  304.8289,  199.1411,    1.6228
  402.5869,  293.2401,  204.8185,    1.4581
  400.5000,  305.0000,  197.5101,    0.0038
  406.0000,  291.6287,  205.0137,    2.4350
  400.6577,  301.1775,  199.6560,    2.6500
  410.6506,  298.6582,  207.7497,    2.3121
  402.1515,  293.6946,  202.5319,    1.9863
  394.3887,  301.3195,  200.0996,    1.8296
  404.1400,  306.6122,  206.2752,    1.9114
  392.2678,  312.7588,  213.4580,    2.1442
  403.4932,  301.4932,  199.1369,    3.4715
  396.6940,  310.2078,  205.9461,    2.4165
  402.5475,  314.3358,  209.9054,    2.3518
  402.5792,  297.8122,  202.9168,    2.3100
  403.8594,  268.7496,  215.0888,    2.5506
  419.8689,  297.7705,  214.9997,    1.4132
  405.5211,  305.2816,  204.6166,    1.9322
  398.0385,  300.9944,  198.1415,    1.6644
  408.8311,  293.9261,  207.9465,    1.7109
  394.9085,  304.9522,  206.3256,    1.5349
  390.4143,  318.4143,  213.6218,    2.6263
  394.4806,  311.2742,  207.1706,    2.8994
  415.9132,  312.6202,  205.2481,    1.3610
  411.2218,  289.4958,  206.4815,    2.3237
  400.6373,  299.8382,  197.8650,    1.7852
  395.9124,  301.7633,  202.6779,    1.9941
  398.5249,  305.6338,  204.3235,    1.7748
  417.4043,  297.4894,  203.3666,    1.5181
  399.6364,  294.8889,  200.6577,    2.5232
  396.0779,  301.4461,  201.0916,    1.8692
  400.6230,  310.3607,  209.5075,    2.3513
  397.5690,  302.6763,  200.3209,    1.6739
  400.4244,  309.9774,  199.4922,    1.8548
  394.2166,  316.4914,  210.6079,    2.0503
  414.3606,  289.7517,  212.7065,    1.9023
  400.8863,  317.7675,  208.1809,    2.0617
  390.7125,  307.1150,  205.5547,    1.5494
  398.8682,  302.0174,  201.5273,    1.5956
  405.9200,  292.7637,  207.9886,    1.9402
  406.2722,  302.1060,  198.7203,    1.8337
  407.2243,  294.6552,  202.0331,    2.0585
  395.4545,  313.0909,  212.9141,    1.4347
  402.7479,  314.3087,  212.0528,    2.4075
  395.7647,  313.2941,  210.1131,    2.1962
  401.2264,  305.0943,  199.5410,    1.7561
  404.4139,  289.5692,  205.6919,    2.4938
  398.7232,  307.5174,  206.5848,    1.7217
  408.1034,  289.4023,  204.1721,    2.9860
  404.0000,  299.5000,  197.5025,    0.0041
  407.4640,  293.5244,  205.9639,    2.4193
  408.3359,  296.0981,  208.2139,    1.9461
  395.8421,  296.7444,  199.0622,    2.1772
  398.6950,  293.7264,  200.9381,    2.0884
  394.0737,  311.0000,  207.9789,    2.7156
  400.1219,  302.7126,  199.1775,    1.8551
  395.9896,  304.3157,  203.0765,    1.8494
  405.7060,  295.2266,  200.9961,    1.7710
  401.3451,  299.1388,  200.4564,    2.2182
  395.9478,  318.9138,  213.9522,    3.0657
  389.4350,  312.0724,  206.8624,    1.3549
  405.5515,  298.5095,  204.6478,    2.1697
  381.6510,  309.2798,  213.2828,    2.2584
  400.1286,  302.5180,  198.4830,    1.9792
  398.2557,  325.5254,  211.6194,    2.7220
  402.4545,  300.2273,  201.6914,    1.9170
  411.1441,  295.7628,  204.0827,    1.9489
  407.1323,  303.1894,  202.5367,    1.8189
  416.2211,  291.5431,  212.2538,    1.9385
  402.7228,  288.7320,  207.9783,    2.2372
  399.8290,  301.5889,  198.3905,    2.0922
  399.6168,  317.2056,  212.4558,    1.5883
  398.8679,  302.0852,  201.9062,    2.2063
  395.5352,  306.8028,  204.5558,    1.5976
  406.7201,  293.0958,  200.1410,    2.3114
  402.0454,  308.0507,  200.4860,    1.5824
  415.6532,  295.6974,  208.9533,    2.5424
  400.8116,  304.3190,  203.1341,    1.8842
  401.6440,  302.8362,  197.1919,    2.5626
  393.6971,  296.6038,  202.3623,    2.2494
  392.0174,  305.4236,  202.2636,    2.0027
  399.5886,  291.8647,  203.6016,    1.8383
  394.2047,  306.5637,  205.6824,    1.2161
  400.7294,  296.0235,  199.3436,    1.5657
  401.5000,  303.5000,  199.2699,    0.0046
  402.2074,  299.6702,  199.6379,    1.4830
  405.6693,  289.7559,  205.5464,    2.1902
  402.1113,  301.7521,  198.0935,    2.0028
  394.2459,  310.7638,  209.8427,    1.4535
  400.2613,  302.8739,  201.3730,    1.4489
  408.9845,  296.2805,  208.6532,    1.4604
  391.6108,  305.7844,  204.3515,    2.1299
  389.6031,  316.7712,  213.7159,    1.9013
  410.0561,  299.4730,  195.9834,    1.7302
  407.2221,  282.6067,  210.1526,    2.3880
  406.5753,  300.5233,  201.7585,    1.9383
  403.0556,  299.0556,  201.3852,    1.7248
  399.6670,  305.3191,  203.6989,    2.3156
  401.1007,  319.5886,  216.8227,    1.6343
  404.5275,  288.5495,  206.1107,    1.9724
  401.8961,  304.6429,  204.0023,    1.7090
  402.0098,  293.2956,  199.0012,    1.8122
  399.1333,  305.1333,  201.9550,    2.0869
  403.4537,  285.9758,  210.4729,    1.7810
  391.6456,  312.7047,  211.6219,    2.2810
  396.6747,  305.6359,  204.3712,    1.9581
  402.9448,  321.4128,  213.9354,    1.7099
  389.9097,  306.8720,  208.2656,    2.5279
  406.9518,  293.9897,  208.5509,    3.2573
  409.5679,  285.1786,  205.7087,    1.6831
  397.5653,  306.9757,  205.3324,    2.6154
  406.1166,  287.1001,  212.7421,    1.6641
  397.0370,  297.5556,  197.1408,    1.7703
  402.7724,  290.0453,  205.4254,    2.0153
  401.0463,  300.7131,  198.9189,    2.1408
  391.4788,  303.2424,  207.2705,    2.8677
  400.0037,  305.0477,  203.2280,    2.0650
  399.4472,  294.9648,  203.8876,    1.9241
  405.8849,  301.6888,  200.3825,    2.2451
  396.7321,  315.3324,  211.6449,    2.8966
  407.2601,  293.7029,  204.1386,    1.8417
  399.3553,  305.7527,  202.9104,    1.8200
  397.1417,  309.6169,  206.6990,    2.6149
  400.5190,  297.8172,  200.0734,    2.1974
  385.0340,  304.8963,  206.4169,    2.2891
  405.4982,  305.6115,  204.6854,    2.2858
  407.3540,  299.4503,  203.2367,    1.7962
  414.2239,  293.2076,  213.8841,    1.8413
  402.1647,  306.4134,  204.0288,    2.2016
  398.2540,  311.6656,  210.3744,    1.8700
  402.5762,  299.0132,  199.8691,    1.8614
  413.4136,  299.0127,  210.1103,    2.7666
  407.7906,  297.8531,  206.0956,    2.3084
  402.2682,  296.2945,  202.2397,    3.1391
  387.5118,  315.9733,  209.4020,    1.7796
  408.7570,  296.5981,  200.9663,    1.5903
  400.7537,  299.3915,  200.6927,    1.9555
  400.9276,  302.5644,  199.6449,    2.0597
  421.8858,  305.8061,  216.3668,    2.1330
  400.0000,  300.0000,  197.9899,    0.0045
  382.9102,  313.5421,  218.6064,    1.9508
  391.6575,  314.1328,  212.6350,    1.9979
  401.1517,  292.8988,  199.4077,    2.1332
  410.8884,  292.4030,  210.2696,    2.3572
  400.4643,  311.7550,  206.7761,    1.6878
  401.3217,  312.0256,  209.1211,    2.0781
  393.9586,  305.0888,  204.4922,    2.2503
  396.5070,  307.7277,  205.9951,    1.6983
  403.3897,  294.1991,  204.7472,    1.8754
  404.1109,  296.5203,  204.2371,    2.4314
  404.9223,  294.9657,  201.8823,    1.7846
  409.3809,  297.8978,  203.4742,    2.0707
  407.6815,  298.0214,  204.7421,    1.7973
  411.3677,  297.8064,  210.3997,    2.0764
  415.5195,  288.8733,  204.9913,    1.7536
  401.2716,  308.5053,  206.3557,    2.5028
  406.5452,  293.5863,  197.2880,    2.0955
  407.1937,  287.9064,  201.7711,    1.7707
  404.2345,  302.5147,  199.7318,    2.2531
  402.1792,  299.0529,  201.6858,    2.7914
  411.8889,  297.2386,  199.4480,    2.8583
  403.7160,  305.1440,  202.4869,    1.6303
  402.1805,  287.1209,  209.6333,    2.6091
  394.2362,  308.5592,  201.6155,    1.5617
  408.6435,  295.1993,  203.3807,    1.6982
  398.2362,  298.3759,  198.2725,    1.6215
  394.6760,  315.1375,  209.8574,    2.0442
  396.9720,  303.4703,  203.1728,    2.0072
  396.3409,  298.5682,  199.3523,    2.1027
  402.9953,  305.0797,  202.9472,    2.4803
  405.4286,  302.0816,  202.9347,    2.2652
  399.3974,  301.0987,  196.4469,    2.1337
  404.0451,  300.9316,  198.2377,    2.3661
  408.4057,  299.1481,  204.9708,    1.9582
  389.1355,  300.9920,  209.0049,    1.7387
  380.5294,  307.2389,  216.5288,    1.6326
  408.3195,  303.1183,  208.8042,    2.5230
